"url","Link","Area","CostPerYear","ClosestSubway","SubwayDistance","City","City_link","Region","District","Subway","Street","Building","Address"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=2&region=1","Своб. назнач. 68 м² за 269 960 руб./мес.","Своб. назнач. 68 м² за 269 960 руб./мес.","47 640 руб. за м² в год","Войковская","3; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","САО","р-н Войковский","м. Войковская","улица Зои и Александра Космодемьянских","4к2","Москва; р-н Войковский; улица Зои и Александра Космодемьянских; 4к2"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=2&region=1","Своб. назнач. 84 м² за 281 400 руб./мес.","Своб. назнач. 84 м² за 281 400 руб./мес.","40 200 руб. за м² в год","Маяковская","4; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Тверской","м. Маяковская","2-я Тверская-Ямская улица","38","Москва; р-н Тверской; 2-я Тверская-Ямская улица; 38"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=2&region=1","Своб. назнач. 260 м² за 289 900 руб./мес.","Своб. назнач. 260 м² за 289 900 руб./мес.","13 380 руб. за м² в год","Спортивная","5; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Хамовники","м. Спортивная","Новодевичий проезд","2","Москва; р-н Хамовники; Новодевичий проезд; 2"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=2&region=1","Своб. назнач. 100 м² за 300 000 руб./мес.","Своб. назнач. 100 м² за 300 000 руб./мес.","36 000 руб. за м² в год","Менделеевская","4; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Тверской","м. Менделеевская","Лесная улица","63/43с2","Москва; р-н Тверской; Лесная улица; 63/43с2"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=2&region=1","Своб. назнач. 200 м² за 300 000 руб./мес.","Своб. назнач. 200 м² за 300 000 руб./мес.","18 000 руб. за м² в год","Марьино","3; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЮВАО","р-н Марьино","м. Марьино","Люблинская улица","171к1А","Москва; р-н Марьино; Люблинская улица; 171к1А"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=2&region=1","Своб. назнач. 76 м² за 300 200 руб./мес.","Своб. назнач. 76 м² за 300 200 руб./мес.","47 400 руб. за м² в год","Трубная","<1 минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Мещанский","м. Сухаревская","переулок Пушкарев","20/17","Москва; р-н Мещанский; переулок Пушкарев; 20/17"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=2&region=1","Своб. назнач. от 50 м² до 89 м² от 185 050 руб./мес.","Своб. назнач. от 50 м² до 89 м² от 185 050 руб./мес.","44 412 руб. за м² в год","Молодежная","4; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЗАО","р-н Кунцево","м. Молодежная","Ярцевская улица","34","Москва; р-н Кунцево; Ярцевская улица; 34"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=2&region=1","Своб. назнач. 95 м² за 356 250 руб./мес.","Своб. назнач. 95 м² за 356 250 руб./мес.","45 000 руб. за м² в год","Планерная","2; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","СЗАО","р-н Северное Тушино","м. Планерная","Планерная улица","7К1","Москва; р-н Северное Тушино; Планерная улица; 7К1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=2&region=1","Своб. назнач. 168 м² за 420 000 руб./мес.","Своб. назнач. 168 м² за 420 000 руб./мес.","30 000 руб. за м² в год","Электрозаводская","5; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ВАО","р-н Соколиная гора","м. Электрозаводская","Малая Семеновская улица","30С8","Москва; р-н Соколиная гора; Малая Семеновская улица; 30С8"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=2&region=1","Своб. назнач. от 50 м² до 220 м² от 100 000 руб./мес.","Своб. назнач. от 50 м² до 220 м² от 100 000 руб./мес.","24 000 руб. за м² в год","Преображенская площадь","7; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ВАО","р-н Преображенское","м. Преображенская площадь","Преображенская улица","5/7","Москва; р-н Преображенское; Преображенская улица; 5/7"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=2&region=1","Своб. назнач. 181 м² за 449 930 руб./мес.","Своб. назнач. 181 м² за 449 930 руб./мес.","29 772 руб. за м² в год","Бауманская","7; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Басманный","м. Бауманская","Бакунинская улица","23/41","Москва; р-н Басманный; Бакунинская улица; 23/41"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=2&region=1","Своб. назнач. 366 м² за 506 300 руб./мес.","Своб. назнач. 366 м² за 506 300 руб./мес.","16 600 руб. за м² в год","Смоленская","9; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Арбат","м. Смоленская","переулок Сивцев Вражек","20","Москва; р-н Арбат; переулок Сивцев Вражек; 20"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=2&region=1","Своб. назнач. 182 м² за 509 964 руб./мес.","Своб. назнач. 182 м² за 509 964 руб./мес.","33 624 руб. за м² в год","Рижская","5; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Мещанский","м. Рижская","проспект Мира","79с1","Москва; р-н Мещанский; проспект Мира; 79с1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=2&region=1","Своб. назнач. 1170 м² за 585 100 руб./мес.","Своб. назнач. 1170 м² за 585 100 руб./мес.","6 000 руб. за м² в год","Щелковская","15; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ВАО","р-н Северное Измайлово","м. Щелковская","Щелковское шоссе","100","Москва; р-н Северное Измайлово; Щелковское шоссе; 100"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=2&region=1","Своб. назнач. 94 м² за 600 002 руб./мес.","Своб. назнач. 94 м² за 600 002 руб./мес.","76 596 руб. за м² в год","Тверская","7; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Пресненский","м. Тверская","Большой Козихинский переулок","4","Москва; р-н Пресненский; Большой Козихинский переулок; 4"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 255 м² за 638 250 руб./мес.","Своб. назнач. 255 м² за 638 250 руб./мес.","30 000 руб. за м² в год","Октябрьская","8; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Якиманка","м. Октябрьская","Якиманский переулок","6","Москва; р-н Якиманка; Якиманский переулок; 6"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 263 м² за 657 500 руб./мес.","Своб. назнач. 263 м² за 657 500 руб./мес.","30 000 руб. за м² в год","Молодежная","15; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЗАО","р-н Кунцево","м. Молодежная","Рублевское шоссе","18К1","Москва; р-н Кунцево; Рублевское шоссе; 18К1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 275 м² за 710 417 руб./мес.","Своб. назнач. 275 м² за 710 417 руб./мес.","31 000 руб. за м² в год","Семеновская","2; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ВАО","р-н Соколиная гора","м. Семеновская","Щербаковская улица","3","Москва; р-н Соколиная гора; Щербаковская улица; 3"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 337 м² за 749 994 руб./мес.","Своб. назнач. 337 м² за 749 994 руб./мес.","26 706 руб. за м² в год","Новокузнецкая","<1 минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Замоскворечье","м. Новокузнецкая","Пятницкий переулок","10С1","Москва; р-н Замоскворечье; Пятницкий переулок; 10С1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 380 м² за 750 000 руб./мес.","Своб. назнач. 380 м² за 750 000 руб./мес.","23 685 руб. за м² в год","Красные ворота","4; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Красносельский","м. Красные ворота","Садовая-Спасская улица","20С1","Москва; р-н Красносельский; Садовая-Спасская улица; 20С1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. от 300 м² до 936 м² от 240 375 руб./мес.","Своб. назнач. от 300 м² до 936 м² от 240 375 руб./мес.","9 615 руб. за м² в год","Крылатское","9; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЗАО","р-н Крылатское","м. Крылатское","улица Крылатские Холмы","33к1","Москва; р-н Крылатское; улица Крылатские Холмы; 33к1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 400 м² за 933 334 руб./мес.","Своб. назнач. 400 м² за 933 334 руб./мес.","28 000 руб. за м² в год","Семеновская","2; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ВАО","р-н Соколиная гора","м. Семеновская","Щербаковская улица","3","Москва; р-н Соколиная гора; Щербаковская улица; 3"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 264 м² за 950 518 руб./мес.","Своб. назнач. 264 м² за 950 518 руб./мес.","43 140 руб. за м² в год","Парк Культуры","9; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Хамовники","м. Парк Культуры","улица Пречистенка","40/2С2","Москва; р-н Хамовники; улица Пречистенка; 40/2С2"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 400 м² за 1 000 000 руб./мес.","Своб. назнач. 400 м² за 1 000 000 руб./мес.","30 000 руб. за м² в год","Китай-город","8; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Таганский","м. Китай-город","улица Солянка","12-14С1","Москва; р-н Таганский; улица Солянка; 12-14С1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 731 м² за 1 023 960 руб./мес.","Своб. назнач. 731 м² за 1 023 960 руб./мес.","16 800 руб. за м² в год","Тульская","12; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЮАО","р-н Даниловский","м. Тульская","Духовской переулок","12","Москва; р-н Даниловский; Духовской переулок; 12"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 138 м² за 1 035 000 руб./мес.","Своб. назнач. 138 м² за 1 035 000 руб./мес.","90 000 руб. за м² в год","Ботанический сад","1; минута; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","СВАО","р-н Свиблово","м. Ботанический сад","Лазоревый проезд","1Ак2","Москва; р-н Свиблово; Лазоревый проезд; 1Ак2"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 500 м² за 1 083 334 руб./мес.","Своб. назнач. 500 м² за 1 083 334 руб./мес.","26 000 руб. за м² в год","Семеновская","4; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ВАО","р-н Соколиная гора","м. Семеновская","Щербаковская улица","3","Москва; р-н Соколиная гора; Щербаковская улица; 3"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. от 80 м² до 615 м² от 156 000 руб./мес.","Своб. назнач. от 80 м² до 615 м² от 156 000 руб./мес.","23 400 руб. за м² в год","Спортивная","5; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Хамовники","м. Спортивная","Новодевичий проезд","2","Москва; р-н Хамовники; Новодевичий проезд; 2"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 507 м² за 1 267 500 руб./мес.","Своб. назнач. 507 м² за 1 267 500 руб./мес.","30 000 руб. за м² в год","Краснопресненская","5; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Пресненский","м. Краснопресненская","переулок Капранова","3","Москва; р-н Пресненский; переулок Капранова; 3"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. от 275 м² до 800 м² от 595 834 руб./мес.","Своб. назнач. от 275 м² до 800 м² от 595 834 руб./мес.","26 000 руб. за м² в год","Семеновская","2; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ВАО","р-н Соколиная гора","м. Семеновская","Щербаковская улица","3","Москва; р-н Соколиная гора; Щербаковская улица; 3"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 215 м² за 1 949 997 руб./мес.","Своб. назнач. 215 м² за 1 949 997 руб./мес.","108 837 руб. за м² в год","Арбатская","4; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Арбат","м. Арбатская","улица Арбат","1","Москва; р-н Арбат; улица Арбат; 1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 1060 м² за 1 952 167 руб./мес.","Своб. назнач. 1060 м² за 1 952 167 руб./мес.","22 100 руб. за м² в год","Кузнецкий мост","2; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Мещанский","м. Кузнецкий мост","улица Кузнецкий Мост","19С1","Москва; р-н Мещанский; улица Кузнецкий Мост; 19С1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 205 м² за 2 011 940 руб./мес.","Своб. назнач. 205 м² за 2 011 940 руб./мес.","117 600 руб. за м² в год","Цветной бульвар","2; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Тверской","м. Цветной бульвар","Цветной бульвар","25С1","Москва; р-н Тверской; Цветной бульвар; 25С1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 358 м² за 2 386 667 руб./мес.","Своб. назнач. 358 м² за 2 386 667 руб./мес.","80 000 руб. за м² в год","Международная","4; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Пресненский","м. Международная","набережная Пресненская","12","Москва; р-н Пресненский; набережная Пресненская; 12"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. от 30 м² до 189 м² от 27 000 000 руб./мес.","Своб. назнач. от 30 м² до 189 м² от 27 000 000 руб./мес.","10 800 000 руб. за м² в год","Юго-Западная","2; минуты; на транспорте","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЗАО","р-н Тропарево-Никулино","м. Юго-Западная","улица Мичуринский проспект Олимпийская деревня","4К3","Москва; р-н Тропарево-Никулино; улица Мичуринский проспект Олимпийская деревня; 4К3"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 187 м² за 379 935 руб./мес.","Своб. назнач. 187 м² за 379 935 руб./мес.","24 420 руб. за м² в год","Новые Черемушки","22; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЮЗАО","р-н Ломоносовский","м. Новые Черемушки","Ленинский проспект","87","Москва; р-н Ломоносовский; Ленинский проспект; 87"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 487 м² за 1 495 090 руб./мес.","Своб. назнач. 487 м² за 1 495 090 руб./мес.","36 840 руб. за м² в год","Парк Культуры","8; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Хамовники","м. Парк Культуры","переулок Коробейников","22С1","Москва; р-н Хамовники; переулок Коробейников; 22С1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=3&region=1","Своб. назнач. 98 м² за 84 966 руб./мес.","Своб. назнач. 98 м² за 84 966 руб./мес.","10 404 руб. за м² в год","","","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","СВАО","р-н Северный","Дмитровское шоссе","124А","","Москва; р-н Северный; 124А"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=4&region=1","Своб. назнач. 78 м² за 80 009 руб./мес.","Своб. назнач. 78 м² за 80 009 руб./мес.","12 309 руб. за м² в год","Улица Академика Королева","3; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","СВАО","р-н Останкинский","м. Улица Академика Королева","улица Академика Королева","9К2","Москва; р-н Останкинский; улица Академика Королева; 9К2"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=4&region=1","Своб. назнач. 137 м² за 549 600 руб./мес.","Своб. назнач. 137 м² за 549 600 руб./мес.","48 000 руб. за м² в год","Рассказовка","22; минуты; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","НАО (Новомосковский)","м. Рассказовка","Внуковское поселение","бульвар Андрея Тарковского","9","Москва; м. Рассказовка; бульвар Андрея Тарковского; 9"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=4&region=1","Своб. назнач. 99 м² за 142 560 руб./мес.","Своб. назнач. 99 м² за 142 560 руб./мес.","17 280 руб. за м² в год","Алтуфьево","10; минут; на транспорте","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","СВАО","р-н Северный","м. Алтуфьево","Дмитровское шоссе","124А","Москва; р-н Северный; Дмитровское шоссе; 124А"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=4&region=1","Своб. назнач. 110 м² за 600 005 руб./мес.","Своб. назнач. 110 м² за 600 005 руб./мес.","65 455 руб. за м² в год","Улица 1905 года","5; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Пресненский","м. Улица 1905 года","улица Красная Пресня","32-34","Москва; р-н Пресненский; улица Красная Пресня; 32-34"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=4&region=1","Своб. назнач. от 15 м² до 279 м² от 11 800 руб./мес.","Своб. назнач. от 15 м² до 279 м² от 11 800 руб./мес.","9 440 руб. за м² в год","Крымская","13; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЮЗАО","р-н Академический","м. Крымская","улица Винокурова","15К1","Москва; р-н Академический; улица Винокурова; 15К1"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=4&region=1","Своб. назнач. 130 м² за 162 500 руб./мес.","Своб. назнач. 130 м² за 162 500 руб./мес.","15 000 руб. за м² в год","Тимирязевская","5; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","СВАО","р-н Бутырский","м. Тимирязевская","улица Яблочкова","16","Москва; р-н Бутырский; улица Яблочкова; 16"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=4&region=1","Своб. назнач. от 32 м² до 310 м² от 24 150 руб./мес.","Своб. назнач. от 32 м² до 310 м² от 24 150 руб./мес.","9 000 руб. за м² в год","Семеновская","15; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ВАО","р-н Соколиная гора","м. Семеновская","1-й Кирпичный переулок","4","Москва; р-н Соколиная гора; 1-й Кирпичный переулок; 4"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=4&region=1","Своб. назнач. 145 м² за 690 175 руб./мес.","Своб. назнач. 145 м² за 690 175 руб./мес.","57 000 руб. за м² в год","Маяковская","5; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","ЦАО","р-н Тверской","м. Маяковская","Большая Садовая улица","14С6","Москва; р-н Тверской; Большая Садовая улица; 14С6"
"https://www.cian.ru/cat.php?deal_type=rent&engine_version=2&offer_type=offices&office_type%5B0%5D=4&p=4&region=1","Своб. назнач. 124 м² за 167 400 руб./мес.","Своб. назнач. 124 м² за 167 400 руб./мес.","16 200 руб. за м² в год","Планерная","10; минут; пешком","Москва","https://www.cian.ru/snyat-pomeshenie-pod-obshepit/","СЗАО","р-н Северное Тушино","м. Планерная","Туристская улица","16к4","Москва; р-н Северное Тушино; Туристская улица; 16к4"
